timestamp,database_name,database_type,resource_id,dtu_percent,storage_percent,connection_count,deadlocks,query_duration_avg_ms,cost_usd,environment,region
2026-04-18 03:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,41.91,74.87,31,2,300.73,3.82,Staging,East US
2026-04-18 02:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,25.72,62.52,71,0,132.1,2.6,Staging,East US
2026-04-18 01:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,37.51,51.81,20,1,188.37,3.73,Staging,East US
2026-04-18 00:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,20.78,78.64,41,0,467.62,2.25,Staging,East US
2026-04-17 23:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,46.13,36.77,8,0,441.62,4.97,Staging,East US
2026-04-17 22:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,37.17,40.18,89,1,470.3,3.8,Staging,East US
2026-04-17 21:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,15.51,68.18,99,0,476.86,1.64,Staging,East US
2026-04-17 20:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,48.0,69.49,83,1,197.93,4.36,Staging,East US
2026-04-17 19:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,11.37,41.05,74,0,403.69,1.19,Staging,East US
2026-04-17 18:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,40.55,59.99,42,0,361.74,3.88,Staging,East US
2026-04-17 17:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,43.05,42.31,50,0,138.64,4.57,Staging,East US
2026-04-17 16:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,29.29,54.32,93,0,88.22,2.8,Staging,East US
2026-04-17 15:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,22.95,30.1,47,1,153.83,2.37,Staging,East US
2026-04-17 14:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,49.93,55.73,45,0,302.78,5.25,Staging,East US
2026-04-17 13:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,39.19,49.53,68,0,176.96,3.87,Staging,East US
2026-04-17 12:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,21.23,51.18,76,0,211.58,2.15,Staging,East US
2026-04-17 11:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,30.65,74.17,77,1,131.65,3.02,Staging,East US
2026-04-17 10:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,40.29,55.17,96,0,407.99,3.63,Staging,East US
2026-04-17 09:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,28.75,78.66,43,0,156.68,2.69,Staging,East US
2026-04-17 08:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,16.98,46.03,28,0,56.52,1.8,Staging,East US
2026-04-17 07:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,32.57,40.15,85,0,236.53,3.49,Staging,East US
2026-04-17 06:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,40.78,68.0,82,0,436.57,4.04,Staging,East US
2026-04-17 05:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,28.45,61.82,84,0,316.91,2.64,Staging,East US
2026-04-17 04:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,25.46,72.31,13,0,186.68,2.71,Staging,East US
2026-04-17 03:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,17.07,76.82,27,1,494.84,1.75,Staging,East US
2026-04-17 02:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,33.39,37.05,55,0,388.64,3.47,Staging,East US
2026-04-17 01:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,31.69,65.91,67,0,79.43,3.17,Staging,East US
2026-04-17 00:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,35.69,31.46,58,0,138.12,3.4,Staging,East US
2026-04-16 23:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,44.89,63.8,81,0,313.13,4.83,Staging,East US
2026-04-16 22:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,49.47,60.48,39,0,101.46,4.91,Staging,East US
2026-04-16 21:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,18.59,65.96,63,0,108.84,1.8,Staging,East US
2026-04-16 20:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,33.39,33.06,92,0,120.46,3.49,Staging,East US
2026-04-16 19:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,32.78,49.16,78,0,191.48,3.55,Staging,East US
2026-04-16 18:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,41.56,60.99,92,0,124.85,3.91,Staging,East US
2026-04-16 17:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,17.25,69.46,52,0,341.56,1.75,Staging,East US
2026-04-16 16:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,17.98,53.4,8,1,423.64,1.94,Staging,East US
2026-04-16 15:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,33.81,67.76,24,0,102.57,3.49,Staging,East US
2026-04-16 14:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,11.38,30.85,29,0,465.05,1.12,Staging,East US
2026-04-16 13:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,18.69,70.09,17,0,154.83,1.84,Staging,East US
2026-04-16 12:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,39.61,56.67,42,0,179.29,3.84,Staging,East US
2026-04-16 11:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,21.97,36.77,63,0,197.46,2.15,Staging,East US
2026-04-16 10:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,41.45,76.3,57,0,464.01,4.35,Staging,East US
2026-04-16 09:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,43.03,67.3,55,0,386.62,3.88,Staging,East US
2026-04-16 08:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,35.39,49.78,83,0,455.56,3.5,Staging,East US
2026-04-16 07:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,11.74,31.93,98,0,425.77,1.13,Staging,East US
2026-04-16 06:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,17.78,69.33,17,0,395.6,1.69,Staging,East US
2026-04-16 05:01:26.584187,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,28.31,36.37,16,0,133.32,2.57,Staging,East US
2026-04-16 04:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,49.3,78.81,92,0,393.16,4.85,Staging,East US
2026-04-16 03:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,44.75,68.44,100,1,53.94,4.71,Staging,East US
2026-04-16 02:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,34.01,55.13,24,0,108.64,3.2,Staging,East US
2026-04-16 01:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,38.27,44.57,12,0,423.61,3.75,Staging,East US
2026-04-16 00:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,41.48,60.81,64,3,478.14,4.31,Staging,East US
2026-04-15 23:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,41.23,45.52,66,0,421.2,3.83,Staging,East US
2026-04-15 22:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,13.22,63.98,60,0,95.17,1.33,Staging,East US
2026-04-15 21:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,26.06,52.3,17,0,409.39,2.73,Staging,East US
2026-04-15 20:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,26.51,46.7,85,0,230.38,2.87,Staging,East US
2026-04-15 19:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,10.1,66.77,19,2,373.58,1.07,Staging,East US
2026-04-15 18:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,33.8,30.28,65,0,115.18,3.38,Staging,East US
2026-04-15 17:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,15.95,66.87,64,3,477.4,1.56,Staging,East US
2026-04-15 16:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,47.53,47.82,68,0,101.38,4.56,Staging,East US
2026-04-15 15:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,31.14,78.66,98,0,57.52,3.34,Staging,East US
2026-04-15 14:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,34.2,72.1,37,0,253.02,3.68,Staging,East US
2026-04-15 13:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,38.5,65.08,13,1,292.35,4.03,Staging,East US
2026-04-15 12:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,38.29,45.91,5,0,376.26,3.84,Staging,East US
2026-04-15 11:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,12.67,63.44,75,0,351.78,1.14,Staging,East US
2026-04-15 10:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,18.41,54.47,25,0,406.89,1.93,Staging,East US
2026-04-15 09:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,35.2,41.6,85,0,94.67,3.2,Staging,East US
2026-04-15 08:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,20.75,77.77,50,0,259.22,2.23,Staging,East US
2026-04-15 07:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,38.44,63.43,96,0,304.89,3.9,Staging,East US
2026-04-15 06:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,45.12,70.09,65,0,77.94,4.37,Staging,East US
2026-04-15 05:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,46.4,36.9,63,0,202.1,4.94,Staging,East US
2026-04-15 04:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,13.05,40.88,78,0,236.63,1.32,Staging,East US
2026-04-15 03:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,33.02,43.97,92,0,238.84,3.56,Staging,East US
2026-04-15 02:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,24.95,40.71,63,0,192.38,2.63,Staging,East US
2026-04-15 01:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,26.92,66.6,20,0,422.93,2.9,Staging,East US
2026-04-15 00:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,44.33,79.42,52,0,375.35,4.04,Staging,East US
2026-04-14 23:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,10.13,79.79,10,0,409.78,0.98,Staging,East US
2026-04-14 22:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,36.06,30.87,35,0,138.35,3.64,Staging,East US
2026-04-14 21:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,40.68,70.8,7,0,475.27,4.17,Staging,East US
2026-04-14 20:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,36.47,65.24,26,1,92.62,3.88,Staging,East US
2026-04-14 19:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,44.31,37.78,94,0,208.63,4.1,Staging,East US
2026-04-14 18:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,28.74,60.36,67,0,285.84,2.73,Staging,East US
2026-04-14 17:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,45.66,68.88,15,0,327.29,4.99,Staging,East US
2026-04-14 16:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,48.17,67.78,54,0,375.67,4.56,Staging,East US
2026-04-14 15:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,21.22,79.27,55,0,375.27,2.01,Staging,East US
2026-04-14 14:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,24.35,62.7,31,0,303.48,2.48,Staging,East US
2026-04-14 13:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,45.76,37.98,28,0,98.93,4.96,Staging,East US
2026-04-14 12:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,23.03,54.81,85,0,272.66,2.4,Staging,East US
2026-04-14 11:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,42.63,76.67,54,0,62.05,4.64,Staging,East US
2026-04-14 10:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,33.04,66.41,39,0,152.72,3.3,Staging,East US
2026-04-14 09:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,35.43,33.13,34,0,134.16,3.8,Staging,East US
2026-04-14 08:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,37.81,66.81,38,0,235.89,3.78,Staging,East US
2026-04-14 07:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,11.4,52.61,56,0,342.99,1.1,Staging,East US
2026-04-14 06:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,28.03,62.99,55,0,168.33,2.72,Staging,East US
2026-04-14 05:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,19.19,68.48,53,0,335.69,2.01,Staging,East US
2026-04-14 04:01:26.585698,sqldb-stag-mar-01,SQL,/subscriptions/sub-1102/resourceGroups/rg-marketing-staging-eastus/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-mar-01,20.54,44.24,75,0,156.82,1.98,Staging,East US
