timestamp,storage_account_name,resource_id,total_capacity_gb,blob_capacity_gb,transaction_count,egress_gb,tier,cost_usd,department,environment
2026-04-01 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,1408.53,1009.24,53611,191.98,Hot,1.1,Engineering,Production
2026-03-31 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,969.82,805.2,51999,486.84,Hot,0.85,Engineering,Production
2026-03-30 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,1339.55,927.94,242111,474.32,Hot,1.83,Engineering,Production
2026-03-29 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,1487.63,1223.31,271762,261.47,Hot,2.02,Engineering,Production
2026-03-28 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,1567.02,1352.36,29068,434.19,Hot,1.12,Engineering,Production
2026-03-27 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,855.94,589.15,377863,407.3,Hot,2.07,Engineering,Production
2026-03-26 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,1347.53,1206.95,369311,372.0,Hot,2.34,Engineering,Production
2026-03-25 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,1073.68,646.59,304234,146.81,Hot,1.89,Engineering,Production
2026-03-24 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,2072.37,1759.98,30631,213.57,Hot,1.41,Engineering,Production
2026-03-23 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,2051.2,1292.28,394768,473.02,Hot,2.88,Engineering,Production
2026-03-22 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,1975.2,1349.3,99078,177.43,Hot,1.62,Engineering,Production
2026-03-21 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,1436.45,1151.3,177667,213.05,Hot,1.61,Engineering,Production
2026-03-20 15:01:26.512022,stengprod001,/subscriptions/sub-9196/resourceGroups/rg-engineering-production-westeurope/providers/Microsoft.Compute/StorageAccount/stengprod001,1808.48,1259.08,306280,234.85,Hot,2.35,Engineering,Production
2026-04-18 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1395.73,975.25,5518,72.1,Cool,0.49,HR,Testing
2026-04-17 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1414.63,885.09,32376,410.93,Cool,0.64,HR,Testing
2026-04-16 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1477.33,963.48,19873,302.09,Cool,0.6,HR,Testing
2026-04-15 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1442.61,919.22,7247,207.33,Cool,0.53,HR,Testing
2026-04-14 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1574.0,1187.21,28744,36.05,Cool,0.64,HR,Testing
2026-04-13 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1635.27,1351.25,16275,310.08,Cool,0.64,HR,Testing
2026-04-12 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1644.11,1074.72,9720,298.88,Cool,0.61,HR,Testing
2026-04-11 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1573.08,1214.67,3173,152.66,Cool,0.55,HR,Testing
2026-04-10 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1426.84,1031.37,6606,176.72,Cool,0.52,HR,Testing
2026-04-09 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1592.08,970.91,34589,69.18,Cool,0.68,HR,Testing
2026-04-08 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1589.01,1260.92,34942,444.8,Cool,0.71,HR,Testing
2026-04-07 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1696.28,1127.67,22928,290.61,Cool,0.68,HR,Testing
2026-04-06 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1693.73,1295.23,46171,415.2,Cool,0.79,HR,Testing
2026-04-05 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1549.03,1067.6,6594,498.9,Cool,0.59,HR,Testing
2026-04-04 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1446.69,1220.02,23734,339.29,Cool,0.61,HR,Testing
2026-04-03 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1731.98,1250.85,40678,438.14,Cool,0.78,HR,Testing
2026-04-02 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1483.54,907.3,22629,416.34,Cool,0.62,HR,Testing
2026-04-01 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1471.46,951.44,32887,183.83,Cool,0.64,HR,Testing
2026-03-31 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1432.4,1148.24,44275,447.76,Cool,0.69,HR,Testing
2026-03-30 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1751.95,1374.24,40396,283.05,Cool,0.77,HR,Testing
2026-03-29 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1935.09,1353.67,1775,93.16,Cool,0.66,HR,Testing
2026-03-28 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,2391.47,2074.96,28973,217.7,Cool,0.93,HR,Testing
2026-03-27 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,2426.68,1776.45,23981,126.83,Cool,0.92,HR,Testing
2026-03-26 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,2457.17,1724.67,17339,484.29,Cool,0.93,HR,Testing
2026-03-25 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1476.77,1236.96,24754,320.74,Cool,0.62,HR,Testing
2026-03-24 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,2594.51,2022.9,48433,366.19,Cool,1.09,HR,Testing
2026-03-23 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,2104.01,1723.67,31549,457.27,Cool,0.87,HR,Testing
2026-03-22 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,2248.5,1896.24,28728,276.29,Cool,0.89,HR,Testing
2026-03-21 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1445.85,1088.21,13085,72.84,Cool,0.54,HR,Testing
2026-03-20 15:01:26.512022,sthrtest002,/subscriptions/sub-6482/resourceGroups/rg-hr-testing-westus/providers/Microsoft.Compute/StorageAccount/sthrtest002,1660.61,1432.99,42404,335.54,Cool,0.75,HR,Testing
2026-04-18 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6386.44,4863.07,1346,57.91,Cool,2.14,Operations,Staging
2026-04-17 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6417.31,4232.16,39619,449.78,Cool,2.34,Operations,Staging
2026-04-16 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6438.81,4158.54,49470,198.36,Cool,2.36,Operations,Staging
2026-04-15 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6473.27,5122.03,35355,175.3,Cool,2.31,Operations,Staging
2026-04-14 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6495.44,5348.9,4170,180.28,Cool,2.2,Operations,Staging
2026-04-13 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6578.88,4603.72,37551,145.9,Cool,2.36,Operations,Staging
2026-04-12 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6674.52,4102.81,27709,453.96,Cool,2.38,Operations,Staging
2026-04-11 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6501.65,4690.85,14075,390.11,Cool,2.26,Operations,Staging
2026-04-10 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6736.17,4829.02,19261,371.38,Cool,2.35,Operations,Staging
2026-04-09 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6581.09,4196.38,24674,393.18,Cool,2.33,Operations,Staging
2026-04-08 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6465.97,4335.42,3590,132.26,Cool,2.18,Operations,Staging
2026-04-07 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6793.24,4663.92,12809,305.39,Cool,2.34,Operations,Staging
2026-04-06 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6614.6,5181.69,39617,207.3,Cool,2.38,Operations,Staging
2026-04-05 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6958.03,5144.17,27982,438.08,Cool,2.47,Operations,Staging
2026-04-04 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6634.42,4050.91,10160,223.59,Cool,2.27,Operations,Staging
2026-04-03 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6651.02,5629.42,47733,238.5,Cool,2.43,Operations,Staging
2026-04-02 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6789.24,5349.3,29119,302.57,Cool,2.41,Operations,Staging
2026-04-01 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6850.25,5909.87,46100,299.95,Cool,2.49,Operations,Staging
2026-03-31 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6934.89,6169.11,16730,194.69,Cool,2.4,Operations,Staging
2026-03-30 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,7025.0,5997.63,25786,364.06,Cool,2.48,Operations,Staging
2026-03-29 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6907.91,4865.35,49095,169.11,Cool,2.51,Operations,Staging
2026-03-28 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6742.62,5954.25,28635,412.09,Cool,2.4,Operations,Staging
2026-03-27 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,7276.04,5551.87,11452,180.21,Cool,2.49,Operations,Staging
2026-03-26 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6601.1,4475.09,31566,468.51,Cool,2.37,Operations,Staging
2026-03-25 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6515.4,4843.31,46456,64.08,Cool,2.36,Operations,Staging
2026-03-24 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,7056.32,4534.72,8703,274.62,Cool,2.41,Operations,Staging
2026-03-23 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,7033.79,5103.29,48257,389.67,Cool,2.57,Operations,Staging
2026-03-22 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6754.88,4225.6,39645,15.06,Cool,2.41,Operations,Staging
2026-03-21 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,7227.35,6391.93,10211,335.5,Cool,2.48,Operations,Staging
2026-03-20 15:01:26.512022,stopestag003,/subscriptions/sub-8942/resourceGroups/rg-operations-staging-westus/providers/Microsoft.Compute/StorageAccount/stopestag003,6715.96,4195.64,15568,404.37,Cool,2.34,Operations,Staging
2026-04-18 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,987.92,721.16,39391,188.05,Cool,0.5,HR,Testing
2026-04-17 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1022.84,891.75,4271,444.95,Cool,0.4,HR,Testing
2026-04-16 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1028.6,780.29,18951,318.09,Cool,0.45,HR,Testing
2026-04-15 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1024.87,699.68,25568,274.36,Cool,0.47,HR,Testing
2026-04-14 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1050.0,702.89,1252,367.44,Cool,0.39,HR,Testing
2026-04-13 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1059.53,760.89,1091,73.47,Cool,0.36,HR,Testing
2026-04-12 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1095.91,923.77,26221,220.33,Cool,0.49,HR,Testing
2026-04-11 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1332.04,1157.0,4183,314.22,Cool,0.49,HR,Testing
2026-04-10 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1271.79,891.19,33542,91.79,Cool,0.57,HR,Testing
2026-04-09 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1256.61,1100.94,23258,175.38,Cool,0.53,HR,Testing
2026-04-08 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1463.88,904.0,35545,265.35,Cool,0.65,HR,Testing
2026-04-07 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1344.85,1182.03,17860,485.93,Cool,0.56,HR,Testing
2026-04-06 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1479.44,1196.45,40858,245.38,Cool,0.68,HR,Testing
2026-04-05 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1281.22,1100.49,25810,198.26,Cool,0.55,HR,Testing
2026-04-04 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1545.99,1090.2,31055,335.72,Cool,0.67,HR,Testing
2026-04-03 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1177.96,902.25,16364,271.36,Cool,0.48,HR,Testing
2026-04-02 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1744.03,1112.54,18069,137.23,Cool,0.67,HR,Testing
2026-04-01 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1067.48,904.73,45074,115.02,Cool,0.55,HR,Testing
2026-03-31 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1260.55,877.47,14024,258.5,Cool,0.5,HR,Testing
2026-03-30 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1272.02,954.33,14727,207.42,Cool,0.5,HR,Testing
2026-03-29 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1223.25,1085.44,14949,338.86,Cool,0.5,HR,Testing
2026-03-28 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1981.13,1404.15,35393,212.33,Cool,0.82,HR,Testing
2026-03-27 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1856.65,1583.84,14567,213.34,Cool,0.7,HR,Testing
2026-03-26 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1230.4,1044.77,38401,368.6,Cool,0.6,HR,Testing
2026-03-25 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1947.99,1460.23,24631,447.97,Cool,0.79,HR,Testing
2026-03-24 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,2045.66,1802.76,3761,132.85,Cool,0.71,HR,Testing
2026-03-23 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1444.04,1072.99,38205,196.02,Cool,0.65,HR,Testing
2026-03-22 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1753.17,1315.01,47303,120.9,Cool,0.78,HR,Testing
2026-03-21 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,1145.81,855.93,18992,313.54,Cool,0.49,HR,Testing
2026-03-20 15:01:26.512022,sthrtest004,/subscriptions/sub-7350/resourceGroups/rg-hr-testing-southeastasia/providers/Microsoft.Compute/StorageAccount/sthrtest004,2320.81,1488.39,24627,272.64,Cool,0.9,HR,Testing
2026-04-18 15:01:26.512022,stopedeve005,/subscriptions/sub-9251/resourceGroups/rg-operations-development-uksouth/providers/Microsoft.Compute/StorageAccount/stopedeve005,7070.09,4662.8,30495,255.88,Cool,2.5,Operations,Development
